Matrix rc_dimension lower_bandwidth upper_bandwidth max_bandwidth average_bandwidth max_column_length min_column_length max_row_length min_row_length zero_column_number zero_row_number diag_domi_column_percentage diag_domi_row_percentage Frobenius_norm sym_part_Frobenius_norm nonsym_part_Frobenius_norm matching_elements_number relative_sym_match average_dist_of_a standard_deviation nonzero_number_in_skyline nonzero_number_of_lower_part nonzero_number_of_upper_part nonzero_number_of_maindiag
ex24 60.0 46.0 46.0 60.0 47.25 27.0 6.0 16.0 -48.0 0.0 3.0 0.06666666666666667 0.06666666666666667 200.75750122055047 200.7569386331181 0.47527568611940696 975.0 1.0 17.934358974358975 12.767980744087689 2838.0 464.0 464.0 47.0
ex25 60.0 49.0 49.0 52.0 37.85 21.0 2.0 15.0 -34.0 0.0 4.0 0.4 0.4 0.022568653410481483 0.022290047106474253 0.0035352392781247805 730.0 1.0 15.312328767123288 15.558497173662717 2998.0 344.0 344.0 42.0
ex26 60.0 56.0 56.0 58.0 23.216666666666665 18.0 3.0 52.0 -56.0 0.0 12.0 0.5 0.5 106.72348368753832 106.7234836875383 1.6518123698891422E-6 382.0 0.7609561681747437 14.741035856573705 15.68783721158531 1813.0 257.0 193.0 52.0
ex28 60.0 27.0 27.0 34.0 17.133333333333333 16.0 4.0 21.0 -29.0 0.0 6.0 0.13333333333333333 0.13333333333333333 120.9012228205927 120.90122001279663 0.026056322475539084 505.0 1.0 11.089108910891088 10.007619878952433 1422.0 236.0 236.0 33.0
ex29 60.0 1.0 1.0 3.0 1.5666666666666667 3.0 1.0 1.0 -1.0 0.0 6.0 1.0 1.0 6.489372229472539 6.489368837658182 0.006634868521125129 94.0 1.0 0.3617021276595745 0.48049318258026463 94.0 17.0 17.0 60.0
ex3 60.0 28.0 0.0 29.0 5.733333333333333 10.0 1.0 21.0 -27.0 0.0 7.0 0.65 0.6333333333333333 2.109269912384954E7 2.0029307777213253E7 6612774.477850268 60.0 0.1986754983663559 3.271523178807947 4.811594405837219 344.0 0.0 242.0 60.0
ex32 60.0 50.0 0.0 51.0 13.583333333333334 8.0 1.0 27.0 -47.0 0.0 7.0 0.7333333333333333 0.95 29.750117368053857 28.56773451157148 8.303856230050442 44.0 0.21782177686691284 17.52970297029703 16.68406511089682 1183.0 0.0 158.0 44.0
ex33 60.0 45.0 0.0 46.0 12.966666666666667 5.0 1.0 43.0 -44.0 0.0 12.0 1.0 0.8 7.019111297127497E9 6.705725575971722E9 2.0739257222045288E9 60.0 0.3973509967327118 12.033112582781458 18.94551868889576 778.0 0.0 91.0 60.0
ex35 60.0 33.0 33.0 39.0 7.2 6.0 1.0 33.0 -32.0 0.0 12.0 0.9 0.8833333333333333 6005665.463034394 6005665.463034145 1.7331854871187535 250.0 0.9881423115730286 2.0711462450592886 3.202469012657482 439.0 97.0 96.0 60.0
ex37 60.0 8.0 8.0 17.0 3.2666666666666666 5.0 1.0 7.0 -8.0 0.0 11.0 1.0 1.0 278.28843431639035 278.2884343163892 2.4490870849810562E-5 94.0 1.0 1.872340425531915 3.1122067239534554 166.0 17.0 17.0 60.0
ex40 60.0 39.0 39.0 59.0 40.06666666666667 27.0 5.0 18.0 -37.0 0.0 4.0 0.6166666666666667 0.6166666666666667 7.969842327855597 7.969842327855598 4.110370812319019E-15 921.0 1.0 15.70901194353963 12.663095181998287 2656.0 436.0 436.0 49.0
ex5 27.0 20.0 0.0 21.0 11.222222222222221 13.0 1.0 8.0 -19.0 0.0 3.0 0.5185185185185185 0.5185185185185185 7824476.595775503 7110691.216182769 3265042.79082829 27.0 0.1764705926179886 7.568627450980392 6.508681689235958 303.0 0.0 126.0 27.0
ex9 60.0 58.0 0.0 59.0 7.8 10.0 1.0 51.0 -57.0 0.0 7.0 0.6666666666666666 0.5 2.5387610815477632E7 2.4545458228900947E7 6484694.538020705 60.0 0.16393442451953888 4.797814207650274 9.506833643895023 468.0 0.0 306.0 60.0
fs_183_1 60.0 59.0 59.0 60.0 21.833333333333332 14.0 1.0 51.0 -59.0 0.0 8.0 0.8666666666666667 0.8333333333333334 24.66125993702549 20.67725462488566 13.439824509984582 114.0 0.7169811129570007 18.245283018867923 21.151064020437126 1627.0 40.0 59.0 60.0
fs_183_3 60.0 59.0 59.0 60.0 23.266666666666666 16.0 1.0 51.0 -59.0 0.0 8.0 0.8666666666666667 0.8166666666666667 22.798751548029735 19.181159231877682 12.323400613067065 118.0 0.621052622795105 18.794736842105262 19.800982795497557 1816.0 57.0 73.0 60.0
fs_183_4 60.0 59.0 59.0 60.0 23.266666666666666 16.0 1.0 51.0 -59.0 0.0 8.0 0.9 0.8666666666666667 18.19227385175242 15.58416217797655 9.385772057091517 118.0 0.621052622795105 18.794736842105262 19.800982795497557 1816.0 57.0 73.0 60.0
fs_183_6 60.0 59.0 59.0 60.0 21.833333333333332 14.0 1.0 51.0 -59.0 0.0 8.0 0.8833333333333333 0.8666666666666667 22.089732107893596 18.622239019795504 11.88143419323237 114.0 0.7169811129570007 18.245283018867923 21.151064020437126 1627.0 40.0 59.0 60.0
fs_541_1 60.0 54.0 54.0 58.0 16.85 6.0 3.0 51.0 -56.0 0.0 13.0 1.0 1.0 7.746703129918989 7.746702929919626 0.0017603043318591377 260.0 1.0 4.046153846153846 11.05709764287282 1018.0 100.0 100.0 60.0
fs_541_2 60.0 54.0 54.0 58.0 16.85 6.0 3.0 51.0 -56.0 0.0 13.0 0.9333333333333333 1.0 97.7595480761353 86.96135354815114 44.66152963260065 260.0 1.0 4.046153846153846 11.05709764287282 1018.0 100.0 100.0 60.0
fs_541_3 60.0 54.0 54.0 58.0 16.85 6.0 3.0 51.0 -56.0 0.0 13.0 0.9 1.0 2109.7118874275443 1852.2318955077142 1010.0105213397474 260.0 1.0 4.046153846153846 11.05709764287282 1018.0 100.0 100.0 60.0
fs_541_4 60.0 54.0 54.0 58.0 16.85 6.0 3.0 51.0 -56.0 0.0 13.0 0.9 1.0 866.3000860828804 754.0081808194151 426.55304758564586 260.0 1.0 4.046153846153846 11.05709764287282 1018.0 100.0 100.0 60.0
fs_680_1 60.0 40.0 40.0 42.0 28.933333333333334 4.0 1.0 39.0 -40.0 0.0 15.0 0.55 1.0 8.915911007160625E13 8.113775570686511E13 3.6959592903789914E13 214.0 0.9953488111495972 7.976744186046512 15.31603259711713 1737.0 78.0 77.0 60.0
fs_680_2 60.0 40.0 40.0 42.0 28.933333333333334 4.0 1.0 39.0 -40.0 0.0 15.0 0.38333333333333336 1.0 8.913734698487969E13 8.111384083108456E13 3.6959592166747664E13 214.0 0.9953488111495972 7.976744186046512 15.31603259711713 1737.0 78.0 77.0 60.0
fs_680_3 60.0 40.0 40.0 42.0 28.933333333333334 4.0 1.0 39.0 -40.0 0.0 15.0 0.25 1.0 8.913596641585812E13 8.111232369841531E13 3.695959216674992E13 214.0 0.9953488111495972 7.976744186046512 15.31603259711713 1737.0 78.0 77.0 60.0
fs_760_1 60.0 40.0 40.0 41.0 27.666666666666668 3.0 1.0 40.0 -59.0 0.0 26.0 0.6666666666666666 1.0 4.528025579568815E8 3.9219404664200526E8 2.2630507345365378E8 100.0 0.7142857313156128 17.142857142857142 16.659862556700855 2060.0 40.0 40.0 60.0
fs_760_2 60.0 40.0 40.0 41.0 27.666666666666668 3.0 1.0 40.0 -59.0 0.0 26.0 0.3333333333333333 0.6666666666666666 4.5261672905864584E8 3.919794856276078E8 2.2630507345365375E8 100.0 0.7142857313156128 17.142857142857142 16.659862556700855 2060.0 40.0 40.0 60.0
fs_760_3 60.0 40.0 40.0 41.0 27.666666666666668 3.0 1.0 40.0 -59.0 0.0 26.0 0.3333333333333333 0.6666666666666666 4.526166968106891E8 3.9197944839394605E8 2.2630507344864604E8 100.0 0.7142857313156128 17.142857142857142 16.659862556700855 2060.0 40.0 40.0 60.0
garon1 60.0 19.0 19.0 39.0 28.05 7.0 3.0 17.0 -19.0 0.0 12.0 1.0 1.0 56.78427567682009 56.78427567644899 2.0529626971621713E-4 334.0 1.0 9.29940119760479 8.924510399398985 1684.0 137.0 137.0 60.0
garon2 60.0 39.0 39.0 41.0 30.783333333333335 5.0 2.0 37.0 -39.0 0.0 12.0 1.0 1.0 60.523607374970844 60.52360737497089 9.489347422241427E-8 262.0 1.0 13.076335877862595 17.77021193952777 1848.0 101.0 101.0 60.0
gemat1 60.0 51.0 46.0 54.0 20.433333333333334 8.0 1.0 37.0 -45.0 0.0 9.0 0.016666666666666666 0.21666666666666667 693.2977793683408 490.2468261185345 490.22429596846365 11.0 0.0555555559694767 16.54040404040404 11.491142123892594 1230.0 40.0 155.0 3.0
gemat11 60.0 51.0 46.0 54.0 20.433333333333334 8.0 1.0 37.0 -45.0 0.0 9.0 0.016666666666666666 0.21666666666666667 693.2977793683408 490.2468261185345 490.22429596846365 11.0 0.0555555559694767 16.54040404040404 11.491142123892594 1230.0 40.0 155.0 3.0
gemat12 60.0 51.0 46.0 54.0 20.433333333333334 8.0 1.0 37.0 -45.0 0.0 9.0 0.016666666666666666 0.21666666666666667 693.2977793683408 490.2468261185345 490.22429596846365 11.0 0.0555555559694767 16.54040404040404 11.491142123892594 1230.0 40.0 155.0 3.0
gent113 60.0 9.0 11.0 12.0 6.85 7.0 1.0 9.0 -11.0 0.0 11.0 0.7 0.7 12.489995996796797 10.954451150103322 6.0 84.0 0.5384615659713745 3.6346153846153846 3.6900533983724717 375.0 57.0 39.0 60.0
goodwin 60.0 51.0 57.0 60.0 38.71666666666667 60.0 1.0 19.0 -51.0 0.0 3.0 0.11666666666666667 0.016666666666666666 525.2894050851996 369.25327002081235 373.60538228684607 937.0 0.6049063801765442 14.618463524854745 13.081349285302064 2880.0 885.0 609.0 55.0
gr_30_30 60.0 31.0 0.0 32.0 16.966666666666665 5.0 1.0 29.0 -30.0 0.0 12.0 1.0 1.0 63.13477647065839 62.55397669213365 8.54400374531753 60.0 0.291262149810791 13.097087378640778 14.611482758770263 1018.0 0.0 146.0 60.0
graham1 60.0 23.0 23.0 39.0 23.216666666666665 36.0 1.0 6.0 -19.0 0.0 4.0 0.11666666666666667 0.15 23.21325682699078 23.027926869447363 2.9274351591824845 1172.0 0.9257503747940063 8.095576619273302 5.5106843822735145 1536.0 570.0 644.0 52.0
gre_1107 60.0 29.0 52.0 53.0 21.516666666666666 6.0 2.0 15.0 -14.0 0.0 13.0 0.5 0.6166666666666667 3.758959853230746 3.4231427291453262 1.5530206161220146 60.0 0.30000001192092896 9.65 10.780885863415861 1311.0 18.0 122.0 60.0
gre_115 60.0 37.0 59.0 60.0 32.016666666666666 6.0 2.0 22.0 -27.0 0.0 10.0 0.7 0.6833333333333333 4.653656575772674 4.4764961402780905 1.2718104541588007 102.0 0.5483871102333069 13.774193548387096 13.377986276818866 2057.0 39.0 87.0 60.0
gre_185 60.0 23.0 39.0 52.0 28.233333333333334 6.0 1.0 13.0 -23.0 0.0 11.0 0.16666666666666666 0.13333333333333333 3.8601838280061203 3.6297503474757042 1.3137471602252844 161.0 0.6075471639633179 12.637735849056604 9.213038881913938 2019.0 90.0 130.0 45.0
gre_216a 60.0 11.0 27.0 36.0 17.4 4.0 2.0 17.0 -18.0 0.0 18.0 0.2833333333333333 0.36666666666666664 4.00780488547035 3.381937314617171 2.150581316760657 48.0 0.2448979616165161 7.158163265306122 6.703675864463723 1100.0 33.0 115.0 48.0
gre_216b 60.0 11.0 27.0 36.0 17.4 4.0 2.0 17.0 -18.0 0.0 18.0 0.21666666666666667 0.16666666666666666 6.873512958547181 5.102036116615065 4.605910100737045 48.0 0.2448979616165161 7.158163265306122 6.703675864463723 1100.0 33.0 115.0 48.0
gre_343 60.0 11.0 26.0 35.0 16.833333333333332 4.0 2.0 18.0 -18.0 0.0 17.0 0.3 0.38333333333333336 4.0 3.395769426801531 2.1139418156609704 49.0 0.2552083432674408 7.1875 6.720324427932528 1071.0 30.0 113.0 49.0
gre_512 60.0 12.0 28.0 37.0 17.9 4.0 2.0 18.0 -18.0 0.0 17.0 0.3 0.38333333333333336 4.00780488547035 3.400367627183861 2.121320343559643 49.0 0.25388601422309875 7.601036269430052 7.2320099445494925 1141.0 31.0 113.0 49.0
hor_131 60.0 21.0 21.0 36.0 22.783333333333335 6.0 3.0 21.0 -34.0 0.0 15.0 0.7 0.7 0.2690582870206219 0.24986168832624966 0.09980730695308541 272.0 1.0 5.492647058823529 7.007345225599108 1366.0 106.0 106.0 60.0
ibm32 32.0 26.0 26.0 31.0 19.71875 8.0 2.0 20.0 -26.0 0.0 6.0 0.125 0.125 11.224972160321824 9.1104335791443 6.557438524302 40.0 0.3174603283405304 7.341269841269841 7.512067221681307 687.0 49.0 45.0 32.0
illc1033 60.0 35.0 0.0 1.0 1.0 1.0 1.0 23.0 -59.0 0.0 9.0 0.016666666666666666 0.36666666666666664 3.7511756087362182 2.6558456970699633 2.6491134518801753 1.0 0.01666666753590107 12.733333333333333 7.304945052649075 1457.0 0.0 59.0 1.0
illc1850 60.0 45.0 0.0 1.0 1.0 1.0 1.0 23.0 -59.0 0.0 14.0 0.03333333333333333 0.75 3.166878728231882 2.2755267473975844 2.202521033090434 2.0 0.03333333507180214 22.583333333333332 13.368235568773548 2790.0 0.0 58.0 2.0
impcol_a 60.0 59.0 15.0 54.0 13.133333333333333 8.0 0.0 20.0 -20.0 9.0 15.0 0.21666666666666667 0.1 1362.5483718007638 1047.203481043563 871.724116212897 15.0 0.11538461595773697 5.7153846153846155 4.1791324373599466 843.0 72.0 53.0 5.0
impcol_b 59.0 43.0 20.0 53.0 18.152542372881356 7.0 1.0 43.0 -47.0 0.0 17.0 0.0847457627118644 0.1694915254237288 13.890431019719657 10.721655459330025 8.83120479464771 45.0 0.16605165600776672 9.254612546125461 8.019218551597953 1196.0 145.0 109.0 17.0
impcol_c 60.0 24.0 22.0 37.0 16.15 8.0 1.0 16.0 -23.0 0.0 13.0 0.1 0.1 129.2912607255417 91.48969914695316 91.35570617098858 24.0 0.1548387110233307 7.825806451612904 6.745271593180279 943.0 62.0 77.0 16.0
impcol_d 60.0 31.0 8.0 38.0 15.366666666666667 10.0 1.0 18.0 -37.0 0.0 13.0 0.03333333333333333 0.05 42.72860943208894 30.364321695042026 30.062302506627795 11.0 0.07006369531154633 7.929936305732484 6.884964371065947 899.0 63.0 89.0 5.0
impcol_e 60.0 28.0 19.0 39.0 17.116666666666667 12.0 0.0 32.0 -32.0 3.0 14.0 0.05 0.05 5004.321683270597 3538.596650506868 3538.5829444388937 116.0 0.37785017490386963 7.09771986970684 6.606449421141459 1057.0 167.0 118.0 22.0
jagmesh1 60.0 40.0 0.0 41.0 11.05 6.0 1.0 38.0 -39.0 0.0 16.0 0.55 0.43333333333333335 13.341664064126334 10.908712114635714 7.681145747868608 60.0 0.33707866072654724 7.247191011235955 12.01523461677294 663.0 0.0 118.0 60.0
jagmesh2 60.0 30.0 0.0 31.0 8.333333333333334 7.0 1.0 28.0 -29.0 0.0 16.0 0.5833333333333334 0.38333333333333336 13.527749258468683 11.022703842524301 7.842193570679061 60.0 0.32786884903907776 5.46448087431694 8.896956907664972 500.0 0.0 123.0 60.0
jagmesh3 60.0 47.0 0.0 48.0 11.983333333333333 5.0 1.0 46.0 -46.0 0.0 16.0 0.75 0.7166666666666667 12.165525060596439 10.198039027185569 6.633249580710799 60.0 0.4054054021835327 8.608108108108109 17.50082435708392 719.0 0.0 88.0 60.0
jagmesh4 60.0 55.0 0.0 56.0 12.2 7.0 1.0 35.0 -54.0 0.0 15.0 0.4666666666666667 0.25 14.177446878757825 11.423659658795863 8.396427811873332 60.0 0.2985074520111084 7.54726368159204 11.980456929264193 732.0 0.0 141.0 60.0
jagmesh5 60.0 38.0 0.0 39.0 11.9 7.0 1.0 35.0 -37.0 0.0 16.0 0.4666666666666667 0.23333333333333334 14.177446878757825 11.423659658795863 8.396427811873332 60.0 0.2985074520111084 7.3681592039801 11.397554991994982 714.0 0.0 141.0 60.0
jagmesh6 60.0 44.0 0.0 45.0 9.666666666666666 7.0 1.0 36.0 -36.0 0.0 15.0 0.55 0.35 13.674794331177344 11.113055385446435 7.968688725254614 60.0 0.32085561752319336 6.2032085561497325 10.133936757112025 580.0 0.0 127.0 60.0
jagmesh7 60.0 49.0 0.0 50.0 10.266666666666667 7.0 1.0 31.0 -48.0 0.0 13.0 0.5166666666666667 0.35 13.96424004376894 11.291589790636214 8.215838362577491 60.0 0.3076923191547394 6.2 10.402958159174652 616.0 0.0 135.0 60.0
jagmesh8 60.0 53.0 0.0 54.0 10.15 7.0 1.0 31.0 -52.0 0.0 13.0 0.5166666666666667 0.3333333333333333 13.96424004376894 11.291589790636214 8.215838362577491 60.0 0.3076923191547394 6.107692307692307 10.330124843870024 609.0 0.0 135.0 60.0
jagmesh9 60.0 56.0 0.0 57.0 5.683333333333334 5.0 1.0 55.0 -55.0 0.0 25.0 0.9 0.8666666666666667 11.40175425099138 9.746794344808963 5.916079783099616 60.0 0.4615384638309479 3.9153846153846152 13.220633416330477 341.0 0.0 70.0 60.0
jgl009 9.0 8.0 8.0 9.0 7.555555555555555 9.0 3.0 2.0 -7.0 0.0 1.0 0.0 0.1111111111111111 7.0710678118654755 6.244997998398398 3.3166247903554003 28.0 0.5600000023841858 2.92 2.4069898213328615 62.0 11.0 31.0 8.0
jgl011 11.0 10.0 10.0 11.0 9.0 11.0 4.0 8.0 -9.0 0.0 1.0 0.0 0.0 8.717797887081348 7.745966692414834 4.000000000000001 44.0 0.5789473652839661 3.6315789473684212 2.932764571737901 88.0 18.0 48.0 10.0
jpwh_991 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 7.745966692414834 7.745966692414834 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
lns_131 60.0 57.0 25.0 59.0 13.35 8.0 1.0 57.0 -56.0 0.0 13.0 0.6666666666666666 0.6333333333333333 10.489023835787199 5.992107054050654 8.608964750799498 144.0 0.8089887499809265 7.668539325842697 14.427159901042595 818.0 55.0 63.0 60.0
lns_3937 60.0 16.0 16.0 33.0 18.283333333333335 5.0 1.0 16.0 -16.0 0.0 22.0 1.0 0.5833333333333334 1066106.6116928651 1025579.1935067094 291153.9547067292 182.0 0.9054726362228394 5.477611940298507 7.203560912462587 1099.0 63.0 78.0 60.0
lns_511 60.0 10.0 10.0 21.0 13.133333333333333 5.0 1.0 10.0 -19.0 0.0 19.0 1.0 0.55 149.63464724549937 133.284993470379 68.01204431485687 194.0 0.9150943160057068 3.7735849056603774 4.483266621703599 792.0 72.0 80.0 60.0
lnsp3937 60.0 9.0 0.0 8.0 2.2666666666666666 3.0 1.0 8.0 -8.0 0.0 17.0 0.8166666666666667 0.6166666666666667 2.4383511630513812E11 1.7241746423077365E11 1.7241746423077365E11 49.0 0.5975610017776489 2.0 3.05638077055758 147.0 0.0 33.0 49.0
lnsp_131 60.0 32.0 25.0 57.0 17.983333333333334 11.0 1.0 25.0 -31.0 0.0 19.0 0.5666666666666667 0.3333333333333333 1.2422132047787508E10 8.783773809847525E9 8.783773805723038E9 153.0 0.75 8.259803921568627 10.014017232760487 895.0 56.0 97.0 51.0
lnsp_511 60.0 56.0 50.0 59.0 9.216666666666667 9.0 1.0 50.0 -55.0 0.0 17.0 0.8333333333333334 0.55 5.182602974475524E10 3.664653707449339E10 3.6646537074490906E10 70.0 0.6481481194496155 7.055555555555555 14.841653929330946 465.0 11.0 47.0 50.0
lop163 60.0 36.0 16.0 37.0 22.3 6.0 3.0 22.0 -36.0 0.0 10.0 0.6166666666666667 0.6 5.27463655895632 5.0266629320526945 1.5982648706037428 202.0 0.6372239589691162 8.444794952681388 6.082576842612321 1424.0 75.0 182.0 60.0
lpi_box1 60.0 59.0 17.0 60.0 17.25 2.0 0.0 3.0 -1.0 15.0 30.0 0.2833333333333333 0.03333333333333333 9.486832980505138 6.928203230275509 6.48074069840786 6.0 0.06666667014360428 8.066666666666666 4.501357819838612 990.0 86.0 2.0 2.0
lshp1009 60.0 30.0 0.0 31.0 8.333333333333334 7.0 1.0 28.0 -29.0 0.0 16.0 0.5833333333333334 0.38333333333333336 13.527749258468683 11.022703842524301 7.842193570679061 60.0 0.32786884903907776 5.46448087431694 8.896956907664972 500.0 0.0 123.0 60.0
lshp1270 60.0 38.0 0.0 39.0 11.283333333333333 7.0 1.0 35.0 -37.0 0.0 16.0 0.48333333333333334 0.25 14.106735979665885 11.379806676741042 8.336666000266533 60.0 0.30150753259658813 7.075376884422111 11.07214108811135 677.0 0.0 139.0 60.0
lshp1561 60.0 44.0 0.0 45.0 11.483333333333333 6.0 1.0 39.0 -43.0 0.0 16.0 0.45 0.26666666666666666 14.071247279470288 11.357816691600547 8.306623862918075 60.0 0.3030303120613098 6.944444444444445 11.03767398112393 689.0 0.0 138.0 60.0
lshp1882 60.0 42.0 0.0 43.0 11.016666666666667 6.0 1.0 40.0 -41.0 0.0 16.0 0.5 0.35 13.674794331177344 11.113055385446435 7.968688725254614 60.0 0.32085561752319336 6.973262032085562 11.175045325288327 661.0 0.0 127.0 60.0
lshp2233 60.0 40.0 0.0 41.0 11.05 6.0 1.0 38.0 -39.0 0.0 16.0 0.55 0.43333333333333335 13.341664064126334 10.908712114635714 7.681145747868608 60.0 0.33707866072654724 7.247191011235955 12.01523461677294 663.0 0.0 118.0 60.0
lshp2614 60.0 44.0 0.0 45.0 11.683333333333334 6.0 1.0 37.0 -43.0 0.0 16.0 0.6 0.5166666666666667 13.076696830622021 10.747092630102339 7.44983221287567 60.0 0.35087719559669495 7.935672514619883 13.636529114921807 701.0 0.0 111.0 60.0
lshp3025 60.0 41.0 0.0 42.0 11.833333333333334 6.0 1.0 40.0 -40.0 0.0 16.0 0.65 0.5666666666666667 12.767145334803704 10.559356040971437 7.176350047203661 60.0 0.3680981695652008 8.337423312883436 14.905930330068477 710.0 0.0 103.0 60.0
lshp3466 60.0 44.0 0.0 45.0 12.5 6.0 1.0 43.0 -43.0 0.0 15.0 0.7 0.6166666666666667 12.529964086141668 10.41633332799983 6.96419413859206 60.0 0.3821656107902527 9.197452229299364 16.77252814918591 750.0 0.0 97.0 60.0
lshp_265 60.0 31.0 0.0 32.0 6.916666666666667 7.0 1.0 10.0 -10.0 0.0 18.0 0.5 0.3 14.071247279470288 11.357816691600547 8.306623862918075 60.0 0.3030303120613098 3.9494949494949494 5.473302951552145 415.0 0.0 138.0 60.0
lshp_406 60.0 31.0 0.0 32.0 7.35 7.0 1.0 13.0 -13.0 0.0 18.0 0.5333333333333333 0.3 13.92838827718412 11.269427669584644 8.18535277187245 60.0 0.30927833914756775 4.448453608247423 6.449640178600261 441.0 0.0 134.0 60.0
lshp_577 60.0 22.0 0.0 23.0 7.25 7.0 1.0 16.0 -16.0 0.0 16.0 0.55 0.2833333333333333 13.820274961085254 11.20267825120404 8.093207028119323 60.0 0.3141361176967621 4.575916230366492 6.42175997090149 435.0 0.0 131.0 60.0
lshp_778 60.0 23.0 0.0 24.0 7.366666666666666 7.0 1.0 21.0 -22.0 0.0 16.0 0.6 0.4 13.341664064126334 10.908712114635714 7.681145747868608 60.0 0.33707866072654724 4.735955056179775 7.478279366947649 442.0 0.0 118.0 60.0
lund_a 60.0 23.0 0.0 24.0 17.766666666666666 12.0 1.0 18.0 -20.0 0.0 8.0 0.7 0.75 8.790039869188939E8 8.693340792449453E8 1.3002410423707654E8 60.0 0.13015183806419373 9.629067245119305 8.67809100869143 1066.0 0.0 401.0 60.0
lund_b 60.0 23.0 0.0 24.0 17.766666666666666 12.0 1.0 18.0 -20.0 0.0 8.0 0.55 0.43333333333333335 17237.148864479783 16757.848956977945 4036.5578543295874 60.0 0.1304347813129425 9.641304347826088 8.683544559957271 1066.0 0.0 400.0 60.0
mahindas 60.0 52.0 52.0 53.0 7.933333333333334 2.0 1.0 52.0 -51.0 0.0 9.0 0.8666666666666667 0.8666666666666667 8.246211251235321 7.211102550927978 4.0 68.0 1.0 12.235294117647058 22.057490155779696 892.0 8.0 8.0 52.0
mcca 60.0 18.0 24.0 35.0 8.716666666666667 20.0 4.0 3.0 -6.0 0.0 11.0 0.5833333333333334 0.4666666666666667 3.703385161320296E10 3.3073313628476166E10 1.6663195700140722E10 292.0 0.7506426572799683 4.030848329048843 4.581630310089699 615.0 167.0 162.0 60.0
mcfe 60.0 16.0 16.0 17.0 15.8 17.0 9.0 1.0 -16.0 0.0 3.0 0.5333333333333333 0.8833333333333333 2.0443519866477746E8 1.5392548438878432E8 1.3453882602722958E8 948.0 1.0 5.417721518987341 3.960589378646287 948.0 444.0 444.0 60.0
meg1 60.0 59.0 -1.0 0.0 0.0 0.0 0.0 1.34217424E8 -1.34217363E8 60.0 59.0 1.0 1.0 0.0 0.0 0.0 0.0 NaN NaN NaN 3600.0 0.0 0.0 0.0
mhd1280b 60.0 42.0 0.0 43.0 17.733333333333334 15.0 1.0 29.0 -41.0 0.0 5.0 0.8666666666666667 0.8 102.45947948887 100.07960312091105 21.954907795094602 60.0 0.23346303403377533 13.035019455252918 14.563250591855446 1064.0 0.0 197.0 60.0
mhda416 60.0 29.0 29.0 47.0 29.9 31.0 1.0 11.0 -27.0 0.0 10.0 0.13333333333333333 0.11666666666666667 2642.0652821470458 1867.600871132692 1868.8434769319674 697.0 0.7761692404747009 10.216035634743875 6.988543686521409 2016.0 459.0 414.0 25.0
mhdb416 60.0 18.0 0.0 19.0 12.783333333333333 6.0 1.0 15.0 -17.0 0.0 14.0 0.8666666666666667 0.85 4.968358744911871 4.894553170875974 0.8531927540774167 60.0 0.37037035822868347 6.679012345679013 7.492922027221451 767.0 0.0 102.0 60.0
mplate 60.0 39.0 0.0 40.0 20.933333333333334 10.0 1.0 25.0 -31.0 0.0 6.0 0.6833333333333333 0.23333333333333334 1891370.2428996265 1867896.6497541217 297058.0777617738 60.0 0.1587301641702652 12.338624338624339 14.677904793016168 1256.0 0.0 318.0 60.0
msc00726 60.0 38.0 0.0 39.0 22.916666666666668 21.0 1.0 10.0 -31.0 0.0 3.0 0.9166666666666666 0.7666666666666667 3.4473121060195684E9 3.378465454891654E9 6.855158104761705E8 60.0 0.10657193511724472 13.964476021314388 11.8297041248309 1375.0 0.0 503.0 60.0
msc01440 60.0 4.0 0.0 5.0 3.0 4.0 1.0 1.0 -3.0 0.0 13.0 1.0 0.8 941199.0694272489 941176.8434920346 6468.1964325149875 60.0 0.38461539149284363 1.3076923076923077 1.3234346564680972 180.0 0.0 96.0 60.0
msc04515 60.0 17.0 0.0 18.0 7.216666666666667 8.0 1.0 9.0 -16.0 0.0 11.0 0.7333333333333333 0.75 2.9046956974599285E10 2.7636338154244324E10 8.941952969484997E9 60.0 0.2448979616165161 3.910204081632653 3.832207489693766 433.0 0.0 185.0 60.0
msc10848 60.0 5.0 0.0 6.0 3.2 6.0 1.0 1.0 -4.0 0.0 14.0 0.95 0.6 1.4655494631128086E12 1.4615707058634219E12 1.0791802718795486E11 60.0 0.3125 1.5416666666666667 1.4571423708371414 192.0 0.0 132.0 60.0
nasa1824 60.0 52.0 0.0 53.0 15.566666666666666 7.0 1.0 41.0 -51.0 0.0 7.0 0.85 0.7833333333333333 5025432.5631789565 4942377.8285566075 909875.7315433202 60.0 0.2247191071510315 8.486891385767791 12.58033423393994 934.0 0.0 207.0 60.0
nasa2910 60.0 29.0 0.0 30.0 18.533333333333335 20.0 1.0 12.0 -28.0 0.0 4.0 0.1 0.06666666666666667 24.79919353527449 18.371173070873837 16.658331248957683 60.0 0.09756097197532654 12.2 9.170507694894194 1112.0 0.0 555.0 60.0
nasa4704 60.0 54.0 0.0 55.0 15.116666666666667 10.0 1.0 51.0 -53.0 0.0 9.0 0.38333333333333336 0.25 15.716233645501712 12.389511693363866 9.66953980290686 60.0 0.24291497468948364 9.708502024291498 14.295183660720166 907.0 0.0 187.0 60.0
